,prompt,prompt_len,target
2614,Taliban Arrest May Be Crucial for Pakistanis.,11,1
2615,Report Finds Naval Blockade by Israel Legal but Faults Raid.,14,1
2616,"Rewriting the War, Japanese Right Attacks a Newspaper.",12,1
2617,"Fighting Trump on Climate, California Becomes a Global Force.",12,1
2618,Soldier Admits Providing Files to WikiLeaks.,10,1
2619,Trump Signs Bill Reopening Government for 3 Weeks in Surprise Retreat From Wall.,17,1
2620,Austrian Leader Calls for Snap Election After Far-Right Vice Chancellor Resigns.,17,1
2621,"A New Senator Stops Talking, and a Vote on Spending Nears.",15,1
2622,A Rush to Expand the Border Wall That Many Fear Is Here to Stay.,16,1
2623,Ted Cruz and John Kasich to Coordinate Against Donald Trump.,13,1
2624,How a Poisoning in Bulgaria Exposed Russian Assassins in Europe.,14,1
2625,"25 Years After Oslo Accords, Mideast Peace Seems Remote as Ever.",18,1
2626,Tension With Russia Rises as U.S. Halts Syria Negotiations.,15,1
2627,"In Texas School Shooting, 10 Dead, 10 Hurt and Many Unsurprised.",21,1
2628,"Mexico, Outraged at Arrest of Ex-Official, Threatened to Toss U.S. Agents.",21,1
2629,Senate Republicans Pass Sweeping Tax Bill.,9,1
2630,Tunisia Museum Attack Is Blow to Nation’s Democratic Shift.,13,1
2631,Unity Deal Offers Hope for Palestinians and a Respite for Gaza.,14,1
2632,"With Victories, ISIS Dispels Hope of a Swift Decline.",14,1
2633,G.O.P. Health Bill Faces Revolt From Conservative Forces.,15,1
2634,"Teenage Insults, Scrawled on Web, Not on Walls.",15,1
2635,Insider’s Account of How Graft Fed Brazil’s Political Crisis.,16,1
2636,U.S. Outpost in Cuba to Step Out of the Shadows.,16,1
2637,"On Campuses Far From China, Still Under Beijing’s Watchful Eye.",17,1
2638,24 States’ Laws Open to Attack After Campaign Finance Ruling.,14,1
2639,‘We Built an App’: Keeping Track of Louisiana’s Flood-Tossed Tombs.,20,1
2640,Life With Syria’s Rebels in a Cold and Cunning War.,15,1
2641,Becoming Duterte: The Making of a Philippine Strongman.,12,1
2642,"Behind Public Persona, the Real Xi Jinping Is a Guarded Secret.",15,1
2643,"After Election, Trump’s Professed Love for Leaks Quickly Faded.",16,1
2644,Afghan Assaults Signal Evolution of a Militant Foe.,13,1
2645,"In Colorado, Bustling With Shoppers, Then Gripped by Chaos.",16,1
2646,"China’s Sea Control Is a Done Deal, ‘Short of War With the U.S.’.",22,1
2647,"With Tim Kaine and Mike Pence, Faith Is Back in the Mix.",16,1
2648,Ads Attacking Health Law Stagger Outspent Democrats.,12,1
2649,"After Google’s Stand on China, U.S. Treads Lightly.",17,1
2650,"MERS Virus’s Path: One Man, Many South Korean Hospitals.",15,1
2651,Ex-C.I.A. Officer Charged in Information Leak.,15,1
2652,Harassers of Women in Cairo Now Face Wrath of Vigilantes.,15,1
2653,"War’s Elite Tough Guys, Hesitant to Seek Healing.",14,1
2654,‘Shaken’ Rosenstein Felt Used by White House in Comey Firing.,17,1
2655,Trump Asked Sessions to Retain Control of Russia Inquiry After His Recusal.,16,1
2656,Obama Seeks to Unify Allies as More Airstrikes Rock Tripoli.,16,1
2657,D.E.A.’s Agents Join Counternarcotics Efforts in Honduras.,18,1
2658,Trump Reaches Beyond West Wing for Counsel.,10,1
2659,Hillary Clinton’s Edge in a Donald Trump-Centric Race Has Liberals Wary.,19,1
2660,Lincoln Bucks Tide; Business Leaders Win in California.,11,1
2661,Bahrain Is Nervously Awaiting Report on Its Forgotten Revolt.,13,1
2662,G.O.P. Right Still Has Doubt About Christie .,14,1
2663,"Free to Speak About Russia, but Now From a Safe Distance.",14,1
2664,Landmark Supreme Court Ruling Affirms Native American Rights in Oklahoma.,13,1
2665,"4,141 Latvians Were Just Outed as K.G.B. Informants.",22,1
2666,Congo Lurches Toward a New Crisis as Leader Tries to Crush a Rival.,16,1
2667,Moms and Daughters Debate Gender Factor in Hillary Clinton’s Bid.,15,1
2668,"To Court Blacks, Foes of Abortion Make Racial Case.",13,1
2669,"Trump Denies Quid Pro Quo for Ukraine, but Envoys Had Their Doubts.",19,1
2670,Surge of Zika Virus Has Brazilians Re-examining Strict Abortion Laws.,16,1
2671,"A Prosperous China Says ‘Men Preferred,’ and Women Lose.",14,1
2672,"Corey Lewandowski, Donald Trump’s Campaign Manager, Is Charged With Battery.",16,1
2673,"Zimbabwe Health Care, Paid With Peanuts.",9,1
2674,South African Judge May Be Kept From Grandson’s Bar Mitzvah.,17,1
2675,Retirees Trade Work for Rent at Cash-Poor Parks.,14,1
2676,Church Massacre Suspect Held as Charleston Grieves.,11,1
2677,A Nuclear Deal for U.S. and Iran Slips Away Again.,16,1
2678,"Sean Connery, Who Embodied James Bond and More, Dies at 90.",19,1
2679,Chance for Tax Overhaul Is Seen in Shift of Power .,13,1
2680,‘It’s Traumatizing’: Coronavirus Deaths Are Climbing Once Again.,16,1
2681,"As Bolton Says North Korea Could Disarm in a Year, Reality Lags Promises.",18,1
2682,"As Trump Attacks Georgia Republicans, Party Worries About Senate Races.",14,1
2683,List of Pardons Included Many Tied to Power.,11,1
2684,"Michael Flynn, Anti-Islamist Ex-General, Offered Security Post, Trump Aide Says.",20,1
2685,Holder Backs a Miranda Limit for Terror Suspects.,12,1
2686,An Amateur vs. ISIS: A Car Salesman Investigates and Ends Up in Prison.,19,1
2687,First Lady Takes On the Role of Staff Energizer.,12,1
2688,"For Bashar al-Assad, Winning the Syrian War May Lead to New Troubles.",18,1
2689,"One by One, ISIS Social Media Experts Are Killed as Result of F.B.I. Program.",22,1
2690,From Cuba to Miami by Providence and a Homemade Boat.,12,1
2691,"In California, Home to Many Hate Groups, Officials Struggle to Spot the Next Threat.",18,1
2692,French Muslims Say Veil Bans Give Cover to Bias.,11,1
2693,"Susan Collins, Standing Alone, Makes Her Case for Kavanaugh.",14,1
2694,Many Missteps in Assessment of ISIS Threat.,10,1
2695,"Law Lets I.R.S. Seize Accounts on Suspicion, No Crime Required.",20,1
2696,"Andreas Lubitz, Who Loved to Fly, Ended Up on a Mysterious and Deadly Course.",19,1
2697,"Before the Gunfire in Virginia, a Volatile Home Life in Illinois.",15,1
2698,Israel Struggles With Its Identity.,8,1
2699,Students Joining Battle to Upend Laws on Voter ID.,12,1
2700,"As British Help Libyan Rebels, Aid Goes to a Divided Force.",14,1
2701,"After North Korea Test, South Korea Pushes to Build Up Its Own Missiles.",18,1
2702,Trump Administration Sues to Try to Delay Publication of Bolton’s Book.,16,1
2703,Trump’s Aggressive Advocacy of Malaria Drug for Treating Coronavirus Divides Medical Community.,17,1
2704,"Trump Tweets and Golfs, but Makes No Mention of Virus’s Toll.",17,1
2705,Violent Protests in Egypt Pit Thousands Against Police.,11,1
2706,Clashes Break Out After Morsi Seizes New Power in Egypt.,15,1
2707,"In Zimbabwe, the Water Taps Run Dry and Worsen ‘a Nightmare’.",17,1
2708,Fewer Youths to Be Deported in New Policy.,13,1
2709,"In Honduras, a Spiritual and Political Awakening for Tim Kaine.",14,1
2710,The Prayer Circle: Texans Rebuild After Harvey as a Practice of Faith.,15,1
2711,"In Land That Values Ivory, Wild Elephants Find a Safe Haven.",14,1
2712,Iran Complies With Nuclear Deal; Sanctions Are Lifted.,13,1
2713,G.O.P. Ads Chase Voters at Home and on the Go.,17,1
2714,"Weakened Democrats Bow to Voters, Opting for Total War on Trump.",17,1
2715,Farmers Agree to Water Cuts in California.,9,1
2716,Lobbyists Won Key Concessions in Budget Deal.,11,1
2717,Michelle Obama Tops Opening Night for Democrats.,9,1
2718,"U.K. Lawmakers Reject ‘No-Deal’ Brexit, and Defy Theresa May Yet Again.",23,1
2719,Unscripted Moments Steal the Show at Trump-Kim Singapore Summit.,14,1
2720,Leader’s Arrest in Ivory Coast Ends Standoff.,12,1
2721,"Haiti Emerges From Its Shock, and Tears Roll.",12,1
2722,Britain’s Leader Carves Identity as Budget Cutter.,12,1
2723,Ben Carson of HUD on His Vexing Reign: Brain Surgery Was Easier Than This.,18,1
2724,"Walmart Store Connected Cultures, Until a Killer ‘Came Here for Us’.",15,1
2725,A Political Quake in Turkey as Erdogan’s Party Loses in His Home Base of Support.,20,1
2726,"‘Spend the Minimum’: After Crash, Lion Air’s Safety Record Is Back in Spotlight.",20,1
2727,Trump and the Truth: A President Tests His Own Credibility.,14,1
2728,"In Kashmir, Blood and Grief in an Intimate War: ‘These Bodies Are Our Assets’.",20,1
2729,How Paul Manafort Wielded Power in Ukraine Before Advising Donald Trump.,16,1
2730,"Trump Got Written Briefing in February on Possible Russian Bounties, Officials Say.",16,1
2731,It’s Now the Supreme Court’s Turn to Try to Resolve the Fate of the Dreamers.,22,1
2732,Hidden Toll: Mexico Ignores Wave of Coronavirus Deaths in Capital.,15,1
2733,"As Two Men Go Free, a Dogged Ex-Prosecutor Digs In.",18,1
2734,From ‘Repeal’ to ‘Repair’: Campaign Talk on Health Law Meets Reality.,18,1
2735,Autistic and Seeking a Place in an Adult World.,12,1
2736,"Frank Robinson, Hall of Fame Slugger and First Black Manager, Dies at 83.",20,1
2737,Putin Engages in Test of Will Over Ukraine.,11,1
2738,"Blagojevich, Guilty on 1 of 24 Counts, Faces Retrial.",20,1
2739,Street Battle Over the Arab Future.,8,1
2740,Battle for Congress Comes to an End.,9,1
2741,"In Major Defeat for Trump, Push to Repeal Health Law Fails.",15,1
2742,Tainted Water at 2 Reactors Increases Alarm for Japanese.,14,1
2743,China Moves to Tighten Its Control of Hong Kong.,12,1
2744,"Ted Cruz and Marco Rubio Clash Harshly, Filling Void on G.O.P. Debate Stage.",22,1
2745,G.O.P. Maps Out Waves of Attacks Over Health Law.,16,1
2746,Sanders and Biden Cancel Events as Coronavirus Fears Upend Primary.,13,1
2747,Captive Soldiers Tell of Discord in Libyan Army.,11,1
2748,Trump Budget Cuts Put Struggling Americans on Edge.,11,1
2749,Senate Quickly Kills Boehner Debt Bill.,9,1
2750,"Decades Later, Sickness Among Airmen After a Hydrogen Bomb Accident.",15,1
2751,"Using U.S. Dollars, Zimbabwe Finds a Problem: No Change.",16,1
2752,"Spending Cuts Seen as Step, Not as Cure.",11,1
2753,AT&T Helped U.S. Spy on Internet on a Vast Scale.,17,1
2754,Budget Deficit on Path to Surpass $1 Trillion Under Trump.,15,1
2755,Court Rejects Same-Sex Marriage Ban in California.,12,1
2756,Romney Beating Obama in a Fight for Wall St. Cash.,15,1
2757,U.S. Sees Iran in Bids to Stir Unrest in Afghanistan.,16,1
2758,Arrest of ’70s Rock Star Widens Sexual Abuse Case Tied to BBC.,18,1
2759,Science Lowers Shattering Risk at Home Plate.,11,1
2760,"Jeff Sessions Denies Collusion, Deploring ‘Detestable Lie’ in Senate Testimony.",21,1
2761,"Romney, Always Campaigning for Others ... and for Himself.",14,1
2762,U.S. Will Track Secret Buyers of Luxury Real Estate.,14,1
2763,"Colombia Peace Deal Is Defeated, Leaving a Nation in Shock.",14,1
2764,"In Old Taliban Strongholds, Qualms About What Lies Ahead.",15,1
2765,Trump Campaign Got Early Word Russia Had Democrats’ Emails.,12,1
2766,Kremlin Cutting Economic Links With the Turks.,10,1
2767,"Hillary Clinton, a Reluctant Star of Her Own Prime-Time Show.",17,1
2768,"For Trump the Dealmaker, Troop Pullouts Without Much in Return.",15,1
2769,Trump’s Mideast Plan Leaves Palestinians With Few Options.,14,1
2770,Top Two Officers on Navy Ship in Deadly Collision Off Japan Are Relieved of Duties.,18,1
2771,Threats and Vandalism Leave American Jews on Edge in Trump Era.,14,1
2772,A City’s Wrenching Budget Choices.,10,1
2773,Democrats Wary as Two Senators Decide to Retire.,11,1
2774,"Rosanell Eaton, Fierce Voting Rights Advocate, Dies at 97.",18,1
2775,Karzai Is Said to Doubt West Can Defeat Taliban.,12,1
2776,Bannon Is Given Security Role Usually Held for Generals.,12,1
2777,Counting by Race Can Throw Off Some Numbers.,10,1
2778,Republican Lawmakers Vow Fight to Derail Nuclear Deal.,14,1
2779,How Trump’s Idea for a Photo Op Led to Havoc in a Park.,18,1
2780,Bernie Sanders’s Message Resonates With a Certain Age Group: His Own.,17,1
2781,"Trump Hails Revised Nafta Trade Deal, and Sets Up a Showdown With China.",18,1
2782,"In ‘Brexit’ Vote, David Cameron Faces Problem of His Own Making.",16,1
2783,Statue’s Stolen Foot Reflects Divisions Over Symbols of Conquest.,14,1
2784,Keeping Summit Hopes Alive Suggests Kim Jong-un May Need a Deal.,16,1
2785,Europe Takes Bold Step Toward a Ban on Iranian Oil.,12,1
2786,"Kamala Harris, Elizabeth Warren and Other Democrats Shift Into High Gear for 2020.",21,1
2787,"Hidden Under Tax-Exempt Cloak, Political Dollars Flow.",13,1
2788,"Donald Trump Thrusts Taiwan Back on the Table, Rattling a Region.",16,1
2789,"In Turkey, U.S. Hand Is Seen in Nearly Every Crisis.",16,1
2790,U.S. Tries to Build Case for Conspiracy by WikiLeaks.,15,1
2791,Successor to Benedict Will Lead a Church at a Crossroads.,13,1
2792,Army Corps Blows Up Missouri Levee.,10,1
2793,E.P.A. Workers Try to Block Pruitt in Show of Defiance.,19,1
2794,Old Tax Relief Seen as Anchor in Obama Plan.,11,1
2795,Olbermann of MSNBC Suspended Over Donations.,10,1
2796,"Chuck Yeager, Test Pilot Who Broke the Sound Barrier, Is Dead at 97.",20,1
2797,Japan’s Next Prime Minister Emerges From Behind the Curtain.,14,1
2798,"With New Hot Spots Emerging, No Sign of a Respite.",14,1
2799,"For Years, Deaf Boys Tried to Tell of Priest’s Abuse.",15,1
2800,Students See Many Slights as Racial ‘Microaggressions’.,13,1
2801,Support for Obama Slips; Unease on 2012 Candidates.,17,1
2802,‘Moscow Mitch’ Tag Enrages McConnell and Squeezes G.O.P. on Election Security.,23,1
2803,Obama’s Uncertain Path Amid Syria Bloodshed.,11,1
2804,‘Become My Mom Again’: What It’s Like to Grow Up Amid the Opioid Crisis.,21,1
2805,Political Role for Militants Worsens Fault Lines in Iraq.,13,1
2806,Ukraine Leader Was Defeated Even Before He Was Ousted.,13,1
2807,Joe Biden Concludes There’s No Time for a 2016 Run.,19,1
2808,"Nominating Trump, Republicans Rewrite His Record.",10,1
2809,"Somalia Bombing Kills Nearly 80, Raising Fears of Resurgent Militancy.",18,1
2810,Russia Surprises U.S. With Accord on Battling ISIS.,15,1
2811,Fleeing Rebels Kill Hundreds of Congolese.,11,1
2812,Arab League Stance Muddies U.S. Case.,13,1
2813,Tearful Obama Outlines Steps to Curb Gun Deaths.,12,1
2814,How Barrett and the Court Fight Are Influencing Swing Voters.,13,1
2815,Russia Is Quick to Bend Truth About Ukraine.,10,1
2816,More States Allowing Guns in Bars.,8,1
2817,Certainties of Modern Life Upended in Japan.,11,1
2818,"At French Outpost in African Migrant Hub, Asylum for a Select Few.",16,1
2819,"In California, Fires So Fast Hesitation Proved Lethal.",13,1
2820,"For Swapped Taliban Prisoners From Guantánamo Bay, Few Doors to Exit Qatar.",20,1
2821,"A Pastoral Pope, Slipping Conservatives’ Grasp.",12,1
2822,Obama Pushes Iraqis to Mend Sectarian Rifts.,13,1
2823,"A Tornado, a Pandemic and Now a Bombing: ‘Nashville Strong’ Is Tested.",19,1
2824,Top Russian Official Tried to Broker ‘Backdoor’ Meeting Between Trump and Putin.,17,1
2825,Worries Over Defense Department Money for ‘Hackerspaces’.,13,1
2826,A Dying Young Woman’s Hope in Cryonics and a Future.,15,1
2827,"To Make Sense of Lebanon’s Protests, Follow the Garbage.",15,1
2828,Navy Hearing in Rape Case Raises Alarm.,9,1
2829,"To Hold Senate, Democrats Rely on Single Women.",11,1
2830,"Under Oath, Donald Trump Shows His Raw Side.",11,1
2831,"Trump, Ukraine and Impeachment: The Inside Story of How We Got Here.",18,1
2832,Hit Men and Power: South Africa’s Leaders Are Killing One Another.,16,1
2833,U.S. Asks Court to Limit Texas on Ballot Rules.,15,1
2834,Dream of a Better Life in Afghanistan Ends in a Hilltop Grave for Students.,17,1
2835,More Border Controls as Europe Stalls on Migrant Quotas.,13,1
2836,"In Ukraine, a Malware Expert Who Could Blow the Whistle on Russian Hacking.",16,1
2837,How Labour’s Working-Class Vote Crumbled and Its Nemesis Won the North.,18,1
2838,"Loner Sought a Refuge, and Ended Up in War.",14,1
2839,Israel Election Result Complicates Life for Clinton.,10,1
2840,"Trump Is ‘Not Happy’ With Border Deal, but Doesn’t Say if He Will Sign It.",22,1
2841,Denial Is Slipping Away as War Arrives in Damascus.,14,1
2842,A New Age of Warfare: How Internet Mercenaries Do Battle for Authoritarian Governments.,19,1
2843,Death Penalty Foes Split Over Taking Issue to Supreme Court.,13,1
2844,"In Wider War in Afghanistan, Survival Rate of Wounded Rises.",13,1
2845,Hezbollah Chooses Lebanon’s Next Prime Minister.,13,1
2846,Trump Confronts the Prospect of a ‘Nonstop Political War’ for Survival.,18,1
2847,Biden’s Choice of Vilsack for U.S.D.A. Raises Fears for Small Farmers.,24,1
2848,Hillary Clinton’s Candidacy Reveals Generational Schism Among Women.,15,1
2849,"One Day in America: More Than 121,000 Coronavirus Cases.",19,1
2850,Trump Chooses H.R. McMaster as National Security Adviser.,14,1
2851,Republicans Open to Banning ‘Bump Stocks’ Used in Massacre.,14,1
2852,Israel Backs Limited Strike Against Syria.,9,1
2853,"E.U. Woos Turkey for Refugee Help, Ignoring Rights Crackdown.",17,1
2854,Utah Law Makes Coins Worth Their Weight in Gold (or Silver).,14,1
2855,"One Slogan, Many Methods: Black Lives Matter Enters Politics.",15,1
2856,"Impeachment Trial Puts Susan Collins, Stung by Kavanaugh Backlash, Under Scrutiny.",21,1
2857,Step Right Up for Pest Control at Bedbug Meeting.,12,1
2858,Wisconsin Is Frazzled by Surging Virus Cases and Growing Campaign Frenzy.,16,1
2859,Turkey Inching Toward Alliance With U.S. in Syria Conflict.,15,1
2860,"In Latin America, the Pandemic Threatens Equality Like Never Before.",14,1
